LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
1.3904E+07	1.4842E+07	1.0526E+07	1.2826E+07	1.537E+07	2.1792E+07	2.9745E+07	2.0513E+07	1.9803E+07	2.2173E+07	2.2709E+07	2.3335E+07	2.0195E+07	1.7992E+07	1.8301E+07	2.2455E+07	3.2002E+07	2.6469E+07	2.5594E+07	3.4336E+07	2.4795E+07	2.5797E+07	2.6046E+07	2.7357E+07				6	6	6	17.4	17.4	17.4	44.314	0	29.158	944690000	35	Q8NEZ2	Q8NEZ2	Vacuolar protein sorting-associated protein 37A	VPS37A	sp|Q8NEZ2|VP37A_HUMAN Vacuolar protein sorting-associated protein 37A OS=Homo sapiens GN=VPS37A PE=1 SV=1
8629300	2569000	6100500	2472400	3705700	6951700	7953000	1.0725E+07	6100200	6374900	8412300	1.0533E+07	1.1189E+07	1.3049E+07	2.1272E+07	5458700	3344100	0	1.0919E+07	3362900	0	9279100	0	1.2948E+07				4	4	4	13.2	13.2	13.2	44.508	0	4.2375	307290000	2	Q8NEZ5	Q8NEZ5	F-box only protein 22	FBXO22	sp|Q8NEZ5|FBX22_HUMAN F-box only protein 22 OS=Homo sapiens GN=FBXO22 PE=1 SV=1
1.3722E+08	1.3062E+08	1.4696E+08	1.0957E+08	1.3442E+08	1.8823E+08	1.8108E+08	1.7522E+08	1.7664E+08	1.5678E+08	9.9366E+07	9.8425E+07	1.1101E+08	9.3532E+07	9.3268E+07	1.4234E+08	1.5081E+08	1.2263E+08	1.1515E+08	1.2215E+08	4.7893E+07	4.422E+07	4.465E+07	4.2583E+07				12	12	12	27	27	27	59.151	0	48.828	5062200000	103	Q8NF37	Q8NF37	Lysophosphatidylcholine acyltransferase 1	LPCAT1	sp|Q8NF37|PCAT1_HUMAN Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens GN=LPCAT1 PE=1 SV=2
2.9548E+08	2.5438E+08	2.851E+08	2.6779E+08	2.8547E+08	1.9437E+08	2.201E+08	1.6966E+08	1.8595E+08	2.3782E+08	1.9904E+08	2.0519E+08	1.905E+08	2.0071E+08	1.8726E+08	2.1883E+08	2.094E+08	2.2709E+08	2.0895E+08	2.2921E+08	1.9309E+08	2.0773E+08	2.3153E+08	2.1584E+08				31	31	31	4.8	4.8	4.8	1011.1	0	170.75	12695000000	98	Q8NF91	Q8NF91	Nesprin-1	SYNE1	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=4
0	2580900	837170	2101800	1834700	0	0	0	0	0	0	0	0	0	2110700	2177400	1310800	2665800	929610	2869100	0	0	0	0				6	6	5	5.5	5.5	4.7	181.65	0	15.958	31962000	2	Q8NFA0	Q8NFA0	Ubiquitin carboxyl-terminal hydrolase 32	USP32	sp|Q8NFA0|UBP32_HUMAN Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens GN=USP32 PE=1 SV=1
7.0592E+07	6.3999E+07	7.139E+07	5.1348E+07	5.697E+07	2.5884E+07	2.1616E+07	1.9356E+07	2.3893E+07	2.6245E+07	2.9263E+07	3.0664E+07	2.6334E+07	2.8424E+07	2.4804E+07	1.9848E+07	6671900	2.2263E+07	2.0653E+07	2.5532E+07	1.9132E+07	2.3022E+07	2.1637E+07	2.0371E+07				47	47	47	17.1	17.1	17.1	330.46	0	292.78	1341600000	69	Q8NFC6	Q8NFC6	Biorientation of chromosomes in cell division protein 1-like 1	BOD1L1	sp|Q8NFC6|BD1L1_HUMAN Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=1 SV=2
3.8316E+07	3.0445E+07	2.2121E+07	1.9552E+07	4.5232E+07	1.467E+07	2.1535E+07	1.139E+07	1.1962E+07	1.2963E+07	2.3061E+07	9626900	2.4536E+07	1.8191E+07	1.5357E+07	1.9643E+07	1.307E+07	1.551E+07	8480700	1.8254E+07	1.1338E+07	9487000	4703500	1.1762E+07				13	13	13	7.3	7.3	7.3	236.12	0	28.581	759930000	30	Q8NFD5	Q8NFD5	AT-rich interactive domain-containing protein 1B	ARID1B	sp|Q8NFD5|ARI1B_HUMAN AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B PE=1 SV=2
1.9441E+07	1.7386E+07	2.2957E+07	2.1491E+07	1.3353E+07	2.7964E+07	2.3811E+07	2.5871E+07	1.8202E+07	2.3046E+07	2.5194E+07	1.9763E+07	2.58E+07	2.8413E+07	2.7201E+07	3.9958E+07	1.1234E+07	2.3628E+07	2.7329E+07	2.6472E+07	2.8265E+07	3.2946E+07	1.3525E+07	3.0184E+07				6	6	6	14	14	14	65.265	0	16.009	1047900000	25	Q8NFF5	Q8NFF5	FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region	FLAD1	sp|Q8NFF5|FAD1_HUMAN FAD synthase OS=Homo sapiens GN=FLAD1 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.5	3.5	3.5	64.473	0	10.978	0	0	Q8NFG4	Q8NFG4	Folliculin	FLCN	sp|Q8NFG4|FLCN_HUMAN Folliculin OS=Homo sapiens GN=FLCN PE=1 SV=1
1.5563E+08	1.4407E+08	1.0404E+08	1.6331E+08	1.3259E+08	1.0679E+08	1.3859E+08	9.9316E+07	9.3904E+07	1.0465E+08	8.3389E+07	1.1033E+08	1.0783E+08	1.0223E+08	1.0849E+08	9.32E+07	6.5928E+07	1.1474E+08	8.9195E+07	1.1761E+08	9.394E+07	7.983E+07	8.0395E+07	9.5256E+07				9	9	9	30	30	30	42.15	0	78.54	4872100000	102	Q8NFH3	Q8NFH3	Nucleoporin Nup43	NUP43	sp|Q8NFH3|NUP43_HUMAN Nucleoporin Nup43 OS=Homo sapiens GN=NUP43 PE=1 SV=1
1.5676E+08	1.4443E+08	1.6861E+08	1.5957E+08	1.6943E+08	1.2084E+08	1.1727E+08	1.3397E+08	9.5929E+07	1.0986E+08	1.2693E+08	1.3797E+08	1.1337E+08	1.2156E+08	1.147E+08	1.0397E+08	1.1935E+08	1.0907E+08	1.1933E+08	1.1319E+08	1.1479E+08	1.0909E+08	1.0832E+08	1.173E+08				11	11	11	43.6	43.6	43.6	36.707	0	34.918	5411300000	110	Q8NFH4	Q8NFH4	Nucleoporin Nup37	NUP37	sp|Q8NFH4|NUP37_HUMAN Nucleoporin Nup37 OS=Homo sapiens GN=NUP37 PE=1 SV=1
6.0262E+07	5.8692E+07	6.1885E+07	7.2967E+07	8.1672E+07	3.4239E+07	3.0514E+07	3.0966E+07	4.4859E+07	4.6972E+07	4.996E+07	3.6242E+07	3.29E+07	3.4149E+07	2.7113E+07	4.9764E+07	4.0208E+07	5.3639E+07	3.7794E+07	4.7051E+07	5.4149E+07	4.3716E+07	4.6231E+07	3.655E+07				13	13	13	51.2	51.2	51.2	34.773	0	221.56	1884600000	64	Q8NFH5	Q8NFH5	Nucleoporin NUP53	NUP35	sp|Q8NFH5|NUP53_HUMAN Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=1 SV=1
3051000	4922800	6894000	6593000	7050400	0	0	0	0	0	2386600	2126300	1580000	894400	1010100	0	648380	409340	402820	0	0	0	0	0				6	6	6	21.3	21.3	21.3	40.251	0	109.29	61941000	4	Q8NFJ5	Q8NFJ5	Retinoic acid-induced protein 3	GPRC5A	sp|Q8NFJ5|RAI3_HUMAN Retinoic acid-induced protein 3 OS=Homo sapiens GN=GPRC5A PE=1 SV=2
2686100	7551100	6057000	9676900	6242300	3509700	1985000	6818600	6417400	5774600	3417000	3880600	6438900	3036300	0	3553500	0	2416700	3970600	4839000	3426700	4519000	4802600	0				6	4	4	2.4	2.1	2.1	327.82	0.00031616	3.6164	173600000	6	Q8NFP9	Q8NFP9	Neurobeachin	NBEA	sp|Q8NFP9|NBEA_HUMAN Neurobeachin OS=Homo sapiens GN=NBEA PE=1 SV=3
4.8518E+07	3.511E+07	4.4254E+07	3.9678E+07	3.8862E+07	2.837E+07	2.3181E+07	2.183E+07	7544600	2.2146E+07	2.8398E+07	2.1015E+07	1.7666E+07	2.7933E+07	2.5858E+07	1.8133E+07	9923800	2.3687E+07	2.234E+07	6227600	2.1863E+07	1.7625E+07	2.2932E+07	3.1981E+07				11	10	10	33.2	31.1	31.1	51.263	0	26.627	1095900000	48	Q8NFQ8	Q8NFQ8	Torsin-1A-interacting protein 2	TOR1AIP2	sp|Q8NFQ8|TOIP2_HUMAN Torsin-1A-interacting protein 2 OS=Homo sapiens GN=TOR1AIP2 PE=1 SV=1
1.0405E+07	1.2839E+07	1.0422E+07	1.8121E+07	1.0685E+07	0	0	3953300	0	0	0	0	0	0	0	0	0	0	0	0	0	2919500	0	0				4	4	4	35.7	35.7	35.7	12.53	0	6.5395	116140000	7	Q8NFU3	Q8NFU3	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1	TSTD1	sp|Q8NFU3|TSTD1_HUMAN Thiosulfate:glutathione sulfurtransferase OS=Homo sapiens GN=TSTD1 PE=1 SV=3
8.9328E+07	1.0247E+08	1.0083E+08	7.529E+07	9.0477E+07	7.8263E+07	1.0799E+08	5.8983E+07	6.4853E+07	1.0603E+08	9.8343E+07	7.8886E+07	7.7933E+07	1.0781E+08	8.2065E+07	1.437E+08	1.321E+08	1.2883E+08	1.5006E+08	1.3016E+08	1.281E+08	1.0871E+08	1.105E+08	1.4545E+08				11	11	11	56.5	56.5	56.5	34.69	0	74.118	4456100000	73	Q8NFV4	Q8NFV4	Alpha/beta hydrolase domain-containing protein 11	ABHD11	sp|Q8NFV4|ABHDB_HUMAN Protein ABHD11 OS=Homo sapiens GN=ABHD11 PE=1 SV=1
1.472E+08	1.5079E+08	1.347E+08	1.6179E+08	1.5366E+08	1.4142E+08	1.4791E+08	1.5744E+08	1.3478E+08	1.6738E+08	1.4942E+08	1.4683E+08	1.5274E+08	1.4361E+08	1.2898E+08	1.5054E+08	1.5514E+08	1.7835E+08	1.6167E+08	1.6928E+08	1.6943E+08	1.7497E+08	1.6353E+08	1.6422E+08				23	23	23	54.4	54.4	54.4	48.379	0	128.48	6533500000	204	Q8NFW8	Q8NFW8	N-acylneuraminate cytidylyltransferase	CMAS	sp|Q8NFW8|NEUA_HUMAN N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS PE=1 SV=2
5877000	4498800	5516500	3713300	8393400	3038100	0	0	0	0	0	0	1458200	1643500	2238000	0	0	0	1786500	0	0	1390400	0	0				1	1	1	4.1	4.1	4.1	30.69	0.0038269	2.1868	72080000	0	Q8NG11	Q8NG11	Tetraspanin-14	TSPAN14	sp|Q8NG11|TSN14_HUMAN Tetraspanin-14 OS=Homo sapiens GN=TSPAN14 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	6.2	6.2	6.2	71.002	0	30.535	0	0	Q8NG27	Q8NG27	E3 ubiquitin-protein ligase Praja-1	PJA1	sp|Q8NG27|PJA1_HUMAN E3 ubiquitin-protein ligase Praja-1 OS=Homo sapiens GN=PJA1 PE=1 SV=2
8104700	5521300	5487700	4656300	7734200	5666500	4595100	2676300	5693800	4267400	4149300	4792500	4425400	4487500	5347900	3975800	3715600	3199700	3604700	2162200	3335600	3757300	3800000	2793500				7	7	7	3.7	3.7	3.7	265.39	0.0039665	2.1506	196220000	6	Q8NG31	Q8NG31	Protein CASC5	CASC5	sp|Q8NG31|KNL1_HUMAN Kinetochore scaffold 1 OS=Homo sapiens GN=KNL1 PE=1 SV=3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	14.3	14.3	14.3	8.4426	0	5.4031	0	0	Q8NHG7	Q8NHG7	Small VCP/p97-interacting protein	SVIP	sp|Q8NHG7|SVIP_HUMAN Small VCP/p97-interacting protein OS=Homo sapiens GN=SVIP PE=1 SV=1
0	3469900	0	5125700	0	6590200	0	5246700	7157700	7116200	1.1332E+07	6895500	7855900	5730900	3682500	9330800	1.2901E+07	0	0	1.0854E+07	0	8078600	7544900	6975400				8	8	8	45.9	45.9	45.9	24.115	0	85.653	200250000	14	Q8NHG8	Q8NHG8	E3 ubiquitin-protein ligase ZNRF2	ZNRF2	sp|Q8NHG8|ZNRF2_HUMAN E3 ubiquitin-protein ligase ZNRF2 OS=Homo sapiens GN=ZNRF2 PE=1 SV=1
5.2208E+07	5.3748E+07	6.3334E+07	6.8043E+07	5.6021E+07	6.2554E+07	3.6203E+07	4.3815E+07	4.6378E+07	4.5464E+07	5.0471E+07	5.0795E+07	4.6834E+07	4.3244E+07	4.3804E+07	5.5326E+07	5.3958E+07	5.2477E+07	5.5661E+07	6.0692E+07	5.973E+07	2.8168E+07	4.4795E+07	5.2685E+07				11	11	10	22.3	22.3	20.4	66.228	0	44.226	2078000000	39	Q8NHH9	Q8NHH9	Atlastin-2	ATL2	sp|Q8NHH9|ATLA2_HUMAN Atlastin-2 OS=Homo sapiens GN=ATL2 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	2.3	2.3	2.3	152.61	0	6.1174	0	0	Q8NHM5	Q8NHM5	Lysine-specific demethylase 2B	KDM2B	sp|Q8NHM5|KDM2B_HUMAN Lysine-specific demethylase 2B OS=Homo sapiens GN=KDM2B PE=1 SV=1
1.5514E+07	1.5083E+07	9906600	9095600	1.7089E+07	6956700	4035400	3862400	5452500	4659700	4607400	0	4966600	6854000	9933400	5087500	6364500	8216800	5401400	0	6298500	5473700	4779100	5546200				3	3	3	7.1	7.1	7.1	59.745	0.00015959	3.8751	290140000	13	Q8NHP6	Q8NHP6	Motile sperm domain-containing protein 2	MOSPD2	sp|Q8NHP6|MSPD2_HUMAN Motile sperm domain-containing protein 2 OS=Homo sapiens GN=MOSPD2 PE=1 SV=1
7.529E+07	7.7094E+07	6.6404E+07	6.6275E+07	7.2244E+07	7.1379E+07	7.2108E+07	7.0387E+07	6.061E+07	6.7637E+07	6.6385E+07	7.3686E+07	7.7539E+07	6.1965E+07	5.564E+07	5.5633E+07	5.3338E+07	4.4386E+07	4.7615E+07	5.8194E+07	2.5467E+07	2.5261E+07	3.4592E+07	2.6349E+07				11	11	11	23.3	23.3	23.3	65.471	0	49.648	2418700000	87	Q8NHP8	Q8NHP8	Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form	PLBD2	sp|Q8NHP8|PLBL2_HUMAN Putative phospholipase B-like 2 OS=Homo sapiens GN=PLBD2 PE=1 SV=2
1.0842E+07	6335500	6436000	3888500	3010500	4706300	3902900	0	7025600	0	5975700	1.0722E+07	8750100	4019900	4311300	2962000	7682700	0	4075300	6109600	0	4139000	0	5011700				7	7	7	15.8	15.8	15.8	48.326	0	8.2603	154730000	1	Q8NHQ8	Q8NHQ8	Ras association domain-containing protein 8	RASSF8	sp|Q8NHQ8|RASF8_HUMAN Ras association domain-containing protein 8 OS=Homo sapiens GN=RASSF8 PE=1 SV=2
8763900	7767500	7796900	5491600	5779000	2331200	3522000	6076500	0	0	0	3310500	3818300	0	4902900	4541700	7284400	0	546220	6365800	3033400	0	3623100	3918700				6	6	6	12.7	12.7	12.7	68.546	0	96.206	149570000	14	Q8NHQ9	Q8NHQ9	ATP-dependent RNA helicase DDX55	DDX55	sp|Q8NHQ9|DDX55_HUMAN ATP-dependent RNA helicase DDX55 OS=Homo sapiens GN=DDX55 PE=1 SV=3
1.2122E+07	5699400	7121800	3348000	1.3153E+07	1.9876E+07	1.7862E+07	2.0474E+07	1.0371E+07	1.7495E+07	3730400	2.072E+07	3569500	2.2423E+07	1.222E+07	1.8486E+07	2.3762E+07	1.7376E+07	2.5875E+07	2.0355E+07	1.4483E+07	1.5677E+07	6419500	1.6108E+07				11	11	11	13.3	13.3	13.3	123.58	0	33.395	624220000	20	Q8NHU6	Q8NHU6	Tudor domain-containing protein 7	TDRD7	sp|Q8NHU6|TDRD7_HUMAN Tudor domain-containing protein 7 OS=Homo sapiens GN=TDRD7 PE=1 SV=2
2.5915E+07	2.7434E+07	2.6371E+07	2.2102E+07	2.2979E+07	2.6502E+07	3.1693E+07	2.2219E+07	2.465E+07	2.2112E+07	2.0561E+07	1.9958E+07	1.9378E+07	1.9826E+07	1.7821E+07	2.572E+07	3.2851E+07	2.6716E+07	2.9642E+07	3.0018E+07	2.0002E+07	2.0515E+07	2.4732E+07	2.758E+07				7	7	7	14.7	14.7	14.7	71.965	0	323.31	1021800000	32	Q8NHV4	Q8NHV4	Protein NEDD1	NEDD1	sp|Q8NHV4|NEDD1_HUMAN Protein NEDD1 OS=Homo sapiens GN=NEDD1 PE=1 SV=1
1.4811E+07	1.6545E+07	1.9584E+07	1.5388E+07	1.7128E+07	1.6489E+07	1.4167E+07	1.7734E+07	1.7073E+07	1.7855E+07	1.7677E+07	1.6462E+07	1.6115E+07	1.7832E+07	1.4637E+07	1.7788E+07	1.8262E+07	1.8062E+07	1.7463E+07	2.9312E+07	1.3331E+07	1.5468E+07	1.4386E+07	1.6298E+07				5	5	5	68.2	68.2	68.2	9.7769	0	84.411	702730000	34	Q8NHZ8	Q8NHZ8	Anaphase-promoting complex subunit CDC26	CDC26	sp|Q8NHZ8|CDC26_HUMAN Anaphase-promoting complex subunit CDC26 OS=Homo sapiens GN=CDC26 PE=1 SV=1
4806100	5169200	6253900	5502800	7759200	8567600	0	1.7925E+07	1.2912E+07	8814100	1.2118E+07	7133700	4846900	5357700	5591400	1.089E+07	2.0631E+07	1.0282E+07	1.6313E+07	724790	8647300	2.389E+07	1.2247E+07	0				4	4	4	5.2	5.2	5.2	106.16	0	78.542	353970000	1	Q8NI08	Q8NI08	Nuclear receptor coactivator 7	NCOA7	sp|Q8NI08|NCOA7_HUMAN Nuclear receptor coactivator 7 OS=Homo sapiens GN=NCOA7 PE=1 SV=2
4.5682E+08	2.0794E+07	9.7929E+07	2.4718E+08	8.9621E+07	3.0529E+08	1.3731E+08	4.9012E+07	0	7.6719E+07	9.889E+07	2.1315E+07	5.968E+07	1.1515E+08	2.734E+08	3.4021E+07	0	1.9116E+08	1.769E+07	0	1.2557E+08	0	0	0				3	3	3	49.3	49.3	49.3	16.39	0	27.581	4575600000	21	Q8NI22	Q8NI22	Multiple coagulation factor deficiency protein 2	MCFD2	sp|Q8NI22|MCFD2_HUMAN Multiple coagulation factor deficiency protein 2 OS=Homo sapiens GN=MCFD2 PE=1 SV=1
1.888E+08	1.5944E+08	1.6454E+08	1.2556E+08	1.8538E+08	1.1733E+08	9.8555E+07	7.7253E+07	9.0148E+07	7.7582E+07	1.0454E+08	7.406E+07	7.5051E+07	1.1522E+08	1.2785E+08	9.4779E+07	7.6193E+07	8.9856E+07	8.013E+07	5.6442E+07	7.8673E+07	8.6845E+07	5.8931E+07	6.7326E+07				40	40	40	26.8	26.8	26.8	182.77	0	208.57	4355700000	125	Q8NI27	Q8NI27	THO complex subunit 2	THOC2	sp|Q8NI27|THOC2_HUMAN THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2
2.8508E+07	1.822E+07	2.4426E+07	1.7944E+07	1.6376E+07	5.6233E+07	6.7699E+07	4.0906E+07	2.9316E+07	2.3539E+07	3.5256E+07	4.7704E+07	3.9891E+07	3.9235E+07	4.9822E+07	4.2193E+07	3.3718E+07	4.5947E+07	4.3277E+07	2.8575E+07	3.6867E+07	3.899E+07	2.7869E+07	5.3815E+07				20	20	20	15	15	15	196.37	0	323.31	1685500000	35	Q8NI35	Q8NI35	InaD-like protein	INADL	sp|Q8NI35|INADL_HUMAN InaD-like protein OS=Homo sapiens GN=PATJ PE=1 SV=3
1.2316E+08	9.4798E+07	1.1237E+08	1.0632E+08	1.0658E+08	1.118E+08	1.0167E+08	8.449E+07	7.3712E+07	8.3219E+07	1.2446E+08	1.0469E+08	1.2216E+08	1.3022E+08	1.2039E+08	1.2119E+08	1.1223E+08	1.0984E+08	9.0647E+07	8.5801E+07	1.0996E+08	1.0549E+08	1.2244E+08	9.0244E+07				17	17	17	19.6	19.6	19.6	105.32	0	64.621	4490800000	156	Q8NI36	Q8NI36	WD repeat-containing protein 36	WDR36	sp|Q8NI36|WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens GN=WDR36 PE=1 SV=1
1.5766E+07	1.4805E+07	1.1724E+07	1.1967E+07	1.0102E+07	9752900	7806700	9301200	9438000	9702400	0	4293100	6173900	5598300	6234300	0	0	4920400	5487500	0	6806400	0	0	3304800				4	4	4	7.1	7.1	7.1	71.949	0	8.2246	272640000	21	Q8NI60	Q8NI60	Atypical kinase ADCK3, mitochondrial	ADCK3	sp|Q8NI60|COQ8A_HUMAN Atypical kinase COQ8A, mitochondrial OS=Homo sapiens GN=COQ8A PE=1 SV=1
0	5222500	0	1.0378E+07	1912600	0	0	0	1.9969E+07	0	0	0	0	0	0	0	0	8363700	1.2801E+07	0	1.0727E+07	1.0798E+07	0	1.5642E+07				2	2	2	2.9	2.9	2.9	102.28	0.0042398	2.0683	169700000	1	Q8NI77	Q8NI77	Kinesin-like protein KIF18A	KIF18A	sp|Q8NI77|KI18A_HUMAN Kinesin-like protein KIF18A OS=Homo sapiens GN=KIF18A PE=1 SV=2
2813200	2542800	4503000	2656600	2149200	2544600	1976000	0	0	1392900	0	0	1129200	1437300	0	1604100	2231800	1784500	1651900	2463200	1205400	0	0	0				3	3	3	8	8	8	59.974	0	15.343	59193000	12	Q8TAA9;Q9ULK5	Q8TAA9	Vang-like protein 1	VANGL1	sp|Q8TAA9|VANG1_HUMAN Vang-like protein 1 OS=Homo sapiens GN=VANGL1 PE=1 SV=1
2.3051E+07	1.4332E+07	3.4404E+07	1.7228E+07	2.5564E+07	1.474E+07	6734100	0	0	1.0739E+07	6335500	0	4884000	1.387E+07	2.5122E+07	1.0182E+07	2.0796E+07	0	1.1378E+07	2.5901E+07	1.7997E+07	6885300	0	1.8525E+07				3	3	3	57.1	57.1	57.1	6.4069	0	27.93	584820000	17	Q8TAD7	Q8TAD7	Overexpressed in colon carcinoma 1 protein	OCC1	sp|Q8TAD7|OCC1_HUMAN Overexpressed in colon carcinoma 1 protein OS=Homo sapiens GN=OCC1 PE=1 SV=2
0	0	0	3481700	0	3430700	4810400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140300	4084000				6	6	6	22.5	22.5	22.5	45.777	0	8.3232	36347000	1	Q8TAD8	Q8TAD8	Smad nuclear-interacting protein 1	SNIP1	sp|Q8TAD8|SNIP1_HUMAN Smad nuclear-interacting protein 1 OS=Homo sapiens GN=SNIP1 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2541900	0	0	0	0				1	1	1	11.5	11.5	11.5	17.843	0.001221	2.8584	4327500	1	Q8TAE6	Q8TAE6	Protein phosphatase 1 regulatory subunit 14C	PPP1R14C	sp|Q8TAE6|PP14C_HUMAN Protein phosphatase 1 regulatory subunit 14C OS=Homo sapiens GN=PPP1R14C PE=1 SV=3
5.0566E+07	5.4743E+07	5.0707E+07	6.1979E+07	5.0056E+07	4.6748E+07	3.6159E+07	5.8069E+07	5.5958E+07	5.9101E+07	5.8885E+07	5.0686E+07	5.339E+07	5.7945E+07	5.5349E+07	4.5265E+07	5.3798E+07	4.1289E+07	4.8479E+07	4.432E+07	4.2914E+07	4.6103E+07	4.5252E+07	4.0843E+07				10	10	10	49.1	49.1	49.1	25.384	0	43.806	2150000000	80	Q8TAE8	Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1	GADD45GIP1	sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1
4.9407E+07	4.8744E+07	4.9827E+07	4.8119E+07	4.4483E+07	4.0938E+07	2.9627E+07	3.6145E+07	4.996E+07	4.4191E+07	3.9882E+07	4.2397E+07	3.6945E+07	3.8573E+07	3.8184E+07	3.0829E+07	5804100	3.2462E+07	2.4873E+07	2.1735E+07	3.0516E+07	2.3599E+07	3.8434E+07	1.7235E+07				18	18	18	34.9	34.9	34.9	76.21	0	34.677	1450500000	45	Q8TAF3	Q8TAF3	WD repeat-containing protein 48	WDR48	sp|Q8TAF3|WDR48_HUMAN WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 PE=1 SV=1
1.1687E+07	1.0863E+07	1.2897E+07	1.0078E+07	1.4784E+07	0	1.1067E+07	1.1436E+07	0	6961200	6465800	7590900	8986400	9020400	1.1402E+07	1.9322E+07	2.2172E+07	1.7198E+07	2.034E+07	1.7049E+07	2.0785E+07	1.6969E+07	1.9057E+07	2.487E+07				2	2	2	6.4	6.4	6.4	66.213	0.0055265	1.9903	561390000	6	Q8TAF7;Q9Y2G7;Q8N141;Q9HCL3;P17039	Q8TAF7;Q9Y2G7;Q8N141;Q9HCL3;P17039	Zinc finger protein 461;Zinc finger protein 30 homolog;Zinc finger protein 82 homolog;Zinc finger protein 14 homolog;Zinc finger protein 30	ZNF461;ZFP30;ZFP82;ZFP14;ZNF30	sp|Q8TAF7|ZN461_HUMAN Zinc finger protein 461 OS=Homo sapiens GN=ZNF461 PE=2 SV=2;sp|Q9Y2G7|ZFP30_HUMAN Zinc finger protein 30 homolog OS=Homo sapiens GN=ZFP30 PE=1 SV=1;sp|Q8N141|ZFP82_HUMAN Zinc finger protein 82 homolog OS=Homo sapiens GN=ZFP82 PE=1 SV=
6620700	9086800	0	9069400	8394500	1.3546E+07	1.2284E+07	1.1106E+07	1.2365E+07	1.5059E+07	1.7584E+07	9774100	1.0389E+07	1.1525E+07	9490700	8106900	0	9653800	6645200	3389900	0	8113900	0	5670900				3	3	3	4.7	4.7	4.7	93.721	0	5.1194	322460000	17	Q8TAG9	Q8TAG9	Exocyst complex component 6	EXOC6	sp|Q8TAG9|EXOC6_HUMAN Exocyst complex component 6 OS=Homo sapiens GN=EXOC6 PE=1 SV=3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.8	3.8	3.8	74.413	0	41.694	0	0	Q8TAP6	Q8TAP6	Centrosomal protein of 76 kDa	CEP76	sp|Q8TAP6|CEP76_HUMAN Centrosomal protein of 76 kDa OS=Homo sapiens GN=CEP76 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	19.4	19.4	19.4	27.953	0	56.665	0	0	Q8TAP8	Q8TAP8	Protein phosphatase 1 regulatory subunit 35	PPP1R35	sp|Q8TAP8|PPR35_HUMAN Protein phosphatase 1 regulatory subunit 35 OS=Homo sapiens GN=PPP1R35 PE=1 SV=1
